"duration";"amount";"credits_mean";"withdrawals_mean";"average_balance_monthly";"payment_monthly";"gender";"client_age";"district_id";"last_balance";"district_average_salary";"district_unemployment_rate";"enterpreneur_ratio";"status";"account_id";"cluster"
12.0;36168.0;10313.89;6959.58;38994.11;3014.0;0.0;34.0;1.0;29138.1;12541.0;0.43;0.167;"1";9897.0;"cluster_0"
60.0;314520.0;15918.7;13540.69;59445.31;5242.0;1.0;39.0;44.0;50517.0;8254.0;3.76;0.097;"1";10942.0;"cluster_2"
36.0;21852.0;8213.91;10516.66;32315.01;607.0;0.0;40.0;34.0;42899.4;9675.0;7.68;0.1;"1";7861.0;"cluster_3"
60.0;266220.0;8305.89;6230.89;28863.08;4437.0;1.0;30.0;20.0;38159.6;8547.0;3.64;0.12;"1";8405.0;"cluster_2"
36.0;231696.0;21612.7;11102.63;36899.06;6436.0;0.0;22.0;1.0;39874.7;12541.0;0.43;0.167;"1";10093.0;"cluster_0"
36.0;260028.0;22366.81;9777.55;50192.37;7223.0;0.0;18.0;11.0;69850.9;9622.0;0.59;0.154;"1";10663.0;"cluster_2"
60.0;419880.0;19365.88;30272.4;43249.17;6998.0;1.0;49.0;1.0;24704.4;12541.0;0.43;0.167;"1";11349.0;"cluster_0"
12.0;37908.0;10016.78;7134.69;35342.37;3159.0;1.0;19.0;62.0;46113.5;8544.0;1.86;0.109;"1";6738.0;"cluster_3"
36.0;73836.0;8880.41;25275.0;47241.5;2051.0;1.0;28.0;39.0;67453.1;10446.0;9.4;0.09;"1";4423.0;"cluster_1"
12.0;41952.0;10678.23;5151.03;37646.87;3496.0;0.0;22.0;43.0;24687.4;9425.0;2.5;0.125;"1";7546.0;"cluster_3"
24.0;99336.0;5201.23;3947.52;24175.52;4139.0;1.0;15.0;68.0;30838.7;9893.0;4.72;0.096;"1";2343.0;"cluster_3"
36.0;60156.0;16920.11;16028.07;59380.41;1671.0;0.0;19.0;16.0;106112.8;8427.0;1.54;0.107;"-1";6609.0;"cluster_1"
60.0;182040.0;22247.53;17114.03;51744.94;3034.0;1.0;44.0;19.0;38747.5;8402.0;3.98;0.12;"1";2218.0;"cluster_1"
48.0;244368.0;18137.47;14957.82;66219.61;5091.0;0.0;25.0;65.0;86194.1;8403.0;5.72;0.105;"1";9627.0;"cluster_1"
36.0;113796.0;10369.33;5641.49;31109.27;3161.0;0.0;24.0;54.0;34054.0;9897.0;1.96;0.14;"1";9731.0;"cluster_3"
48.0;73056.0;3348.5;1861.54;24226.83;1522.0;0.0;24.0;39.0;21545.7;10446.0;9.4;0.09;"1";789.0;"cluster_3"
24.0;137904.0;6180.2;6866.67;23085.96;5746.0;0.0;27.0;11.0;35159.7;9622.0;0.59;0.154;"-1";4081.0;"cluster_0"
24.0;31176.0;11557.22;7959.53;50841.65;1299.0;0.0;27.0;1.0;50647.1;12541.0;0.43;0.167;"1";5774.0;"cluster_0"
36.0;217152.0;17388.32;13547.8;36159.62;6032.0;0.0;21.0;72.0;42293.9;8994.0;4.79;0.11;"1";11042.0;"cluster_2"
48.0;194880.0;12938.97;7561.65;30457.14;4060.0;0.0;15.0;74.0;31007.0;10673.0;5.44;0.1;"1";6924.0;"cluster_2"
12.0;27984.0;6520.93;6862.7;30370.85;2332.0;0.0;46.0;52.0;18380.5;8363.0;3.49;0.108;"1";7765.0;"cluster_3"
24.0;92976.0;10934.12;11383.43;40820.44;3874.0;1.0;25.0;31.0;21531.8;8930.0;4.2;0.108;"1";2227.0;"cluster_3"
24.0;104712.0;10901.64;11292.4;42831.82;4363.0;1.0;25.0;31.0;30115.3;8930.0;4.2;0.108;"1";9583.0;"cluster_3"
60.0;191880.0;14598.06;11236.64;60507.04;3198.0;0.0;46.0;21.0;78521.0;9104.0;2.07;0.123;"1";7606.0;"cluster_1"
48.0;232560.0;13717.4;11067.28;63022.68;4845.0;1.0;25.0;74.0;41243.5;10673.0;5.44;0.1;"1";5742.0;"cluster_2"
60.0;204000.0;11261.44;7591.48;31533.74;3400.0;0.0;51.0;45.0;45077.7;8390.0;2.89;0.132;"1";1011.0;"cluster_2"
60.0;125340.0;8993.09;9302.11;47703.99;2089.0;0.0;51.0;1.0;19007.0;12541.0;0.43;0.167;"1";8899.0;"cluster_0"
48.0;309600.0;21894.71;15737.25;45068.44;6450.0;0.0;20.0;72.0;35488.1;8994.0;4.79;0.11;"1";7562.0;"cluster_2"
24.0;189696.0;17711.72;7731.31;65855.81;7904.0;0.0;50.0;19.0;88662.1;8402.0;3.98;0.12;"1";7815.0;"cluster_1"
48.0;135360.0;15762.92;11811.84;57389.15;2820.0;0.0;20.0;50.0;54883.5;8187.0;5.45;0.094;"1";4503.0;"cluster_1"
48.0;98832.0;8200.58;3200.69;34933.97;2059.0;1.0;25.0;42.0;27184.4;8388.0;2.94;0.087;"1";4907.0;"cluster_3"
48.0;20352.0;4470.14;3194.68;31787.74;424.0;1.0;47.0;58.0;21281.5;8757.0;3.95;0.096;"1";5126.0;"cluster_3"
60.0;165120.0;3952.95;2776.91;22458.15;2752.0;1.0;45.0;51.0;22745.4;8541.0;2.97;0.131;"1";2496.0;"cluster_3"
24.0;89880.0;14408.15;12415.2;57362.77;3745.0;0.0;32.0;70.0;39079.5;10177.0;7.75;0.081;"1";11138.0;"cluster_1"
36.0;128988.0;8028.38;7383.63;34499.65;3583.0;0.0;56.0;20.0;9680.2;8547.0;3.64;0.12;"-1";4995.0;"cluster_3"
12.0;63252.0;17246.42;8061.75;44609.04;5271.0;1.0;46.0;7.0;49709.2;9920.0;2.87;0.13;"1";3804.0;"cluster_1"
24.0;61656.0;11381.19;22066.67;33731.33;2569.0;1.0;42.0;13.0;59695.5;8598.0;3.26;0.123;"-1";5066.0;"cluster_1"
24.0;72408.0;9926.79;18200.0;46348.82;3017.0;1.0;37.0;31.0;36363.9;8930.0;4.2;0.108;"-1";6400.0;"cluster_1"
36.0;113544.0;8840.17;7018.23;29512.76;3154.0;0.0;53.0;65.0;13386.8;8403.0;5.72;0.105;"1";10884.0;"cluster_3"
60.0;56100.0;4973.12;3377.51;17858.66;935.0;0.0;37.0;54.0;15407.2;9897.0;1.96;0.14;"1";8092.0;"cluster_3"
60.0;290700.0;14567.61;12599.59;53056.93;4845.0;1.0;36.0;52.0;11574.8;8363.0;3.49;0.108;"-1";5735.0;"cluster_2"
48.0;123216.0;13313.85;8426.95;64022.68;2567.0;1.0;18.0;38.0;77580.8;8965.0;8.23;0.104;"1";3112.0;"cluster_1"
60.0;380160.0;15611.19;14712.61;45094.88;6336.0;0.0;46.0;74.0;24549.6;10673.0;5.44;0.1;"1";2912.0;"cluster_2"
36.0;213300.0;4271.38;2667.05;25899.77;5925.0;0.0;31.0;47.0;27341.3;9538.0;1.81;0.111;"1";4852.0;"cluster_3"
48.0;247728.0;12275.07;13039.93;63474.89;5161.0;0.0;16.0;1.0;52551.7;12541.0;0.43;0.167;"1";8327.0;"cluster_0"
36.0;202788.0;25988.88;14529.16;45057.48;5633.0;1.0;42.0;31.0;81623.6;8930.0;4.2;0.108;"1";1772.0;"cluster_1"
48.0;154656.0;10037.89;6203.02;29123.96;3222.0;0.0;39.0;71.0;37180.5;8678.0;5.57;0.102;"1";10728.0;"cluster_3"
48.0;100224.0;4775.78;9566.67;23077.86;2088.0;1.0;39.0;70.0;31387.1;10177.0;7.75;0.081;"-1";9017.0;"cluster_3"
12.0;44628.0;25266.92;12386.19;41552.68;3719.0;0.0;52.0;13.0;80439.7;8598.0;3.26;0.123;"1";5574.0;"cluster_1"
48.0;215616.0;5823.65;6084.39;17960.7;4492.0;0.0;39.0;69.0;8640.6;8173.0;7.01;0.124;"-1";808.0;"cluster_3"
48.0;200976.0;14032.63;11391.3;55519.8;4187.0;0.0;41.0;65.0;47431.4;8403.0;5.72;0.105;"1";2456.0;"cluster_1"
36.0;277884.0;9360.26;8381.37;33607.74;7719.0;1.0;15.0;44.0;11614.0;8254.0;3.76;0.097;"-1";3037.0;"cluster_2"
48.0;249312.0;9070.81;10532.45;36267.05;5194.0;0.0;40.0;26.0;55426.5;10787.0;3.09;0.131;"1";1967.0;"cluster_2"
48.0;320976.0;18370.67;19764.5;36301.78;6687.0;0.0;59.0;1.0;46462.2;12541.0;0.43;0.167;"-1";5213.0;"cluster_0"
12.0;30276.0;4429.45;6759.31;32537.85;2523.0;1.0;57.0;21.0;24930.3;9104.0;2.07;0.123;"-1";7418.0;"cluster_3"
60.0;49440.0;10660.14;5483.86;38061.12;824.0;1.0;29.0;70.0;45021.6;10177.0;7.75;0.081;"1";2352.0;"cluster_3"
12.0;30276.0;5444.83;7176.48;25540.31;2523.0;1.0;57.0;21.0;15854.0;9104.0;2.07;0.123;"-1";19.0;"cluster_3"
24.0;165960.0;21419.52;12895.75;39662.33;6915.0;1.0;51.0;16.0;23703.8;8427.0;1.54;0.107;"1";67.0;"cluster_1"
60.0;123600.0;8352.49;7333.59;36850.3;2060.0;0.0;28.0;70.0;15505.6;10177.0;7.75;0.081;"1";5794.0;"cluster_3"
60.0;220620.0;7797.9;6110.36;39131.21;3677.0;1.0;52.0;20.0;26428.9;8547.0;3.64;0.12;"1";8411.0;"cluster_3"
24.0;66480.0;9509.77;16866.67;24559.2;2770.0;0.0;60.0;73.0;34891.2;8746.0;3.74;0.09;"-1";4462.0;"cluster_3"
48.0;320592.0;21427.02;12452.18;52640.12;6679.0;1.0;25.0;62.0;69148.6;8544.0;1.86;0.109;"1";7614.0;"cluster_2"
36.0;161496.0;6952.99;5331.56;27987.07;4486.0;0.0;24.0;72.0;29371.5;8994.0;4.79;0.11;"1";3608.0;"cluster_3"
60.0;284280.0;20542.08;13575.26;60224.05;4738.0;1.0;37.0;37.0;94617.3;9065.0;5.39;0.123;"1";940.0;"cluster_1"
36.0;173016.0;13347.21;12594.09;53504.87;4806.0;1.0;51.0;14.0;88331.6;10045.0;1.71;0.135;"1";8547.0;"cluster_1"
60.0;368880.0;17305.64;8890.04;59162.92;6148.0;0.0;21.0;66.0;105727.0;8512.0;4.12;0.102;"1";5422.0;"cluster_2"
36.0;176148.0;14229.27;21900.0;35249.7;4893.0;1.0;32.0;38.0;53592.6;8965.0;8.23;0.104;"1";9645.0;"cluster_1"
48.0;186384.0;12602.88;10623.04;54327.51;3883.0;0.0;37.0;40.0;21033.8;9317.0;7.07;0.097;"1";9006.0;"cluster_2"
48.0;360000.0;19628.39;16460.7;44422.18;7500.0;1.0;23.0;64.0;64765.2;9624.0;2.31;0.145;"1";2572.0;"cluster_2"
60.0;30060.0;11177.06;3707.99;40207.72;501.0;0.0;44.0;28.0;48523.3;8594.0;2.01;0.112;"1";1766.0;"cluster_3"
24.0;46320.0;12720.48;5984.92;40802.78;1930.0;0.0;17.0;33.0;26652.7;8705.0;7.61;0.116;"1";2322.0;"cluster_3"
36.0;141948.0;8654.97;7066.67;25584.85;3943.0;1.0;45.0;68.0;47239.7;9893.0;4.72;0.096;"1";1698.0;"cluster_3"
36.0;19044.0;8705.65;6627.37;35814.81;529.0;1.0;22.0;24.0;50167.6;8991.0;2.01;0.128;"1";10001.0;"cluster_3"
36.0;85716.0;6202.35;12550.0;26158.88;2381.0;0.0;58.0;17.0;36516.9;8114.0;2.62;0.119;"1";8680.0;"cluster_3"
24.0;155880.0;14271.35;10033.3;54522.16;6495.0;1.0;27.0;37.0;44564.6;9065.0;5.39;0.123;"1";8127.0;"cluster_1"
48.0;32640.0;3976.51;2325.92;25009.9;680.0;0.0;53.0;43.0;18800.0;9425.0;2.5;0.125;"1";5541.0;"cluster_3"
36.0;20196.0;12909.77;7640.19;47381.89;561.0;0.0;25.0;1.0;65684.6;12541.0;0.43;0.167;"1";2268.0;"cluster_0"
48.0;444864.0;8627.9;6582.86;31698.15;9268.0;0.0;32.0;64.0;41743.9;9624.0;2.31;0.145;"1";3679.0;"cluster_2"
12.0;11400.0;3942.78;1967.27;25983.04;950.0;1.0;16.0;54.0;27820.2;9897.0;1.96;0.14;"1";5033.0;"cluster_3"
36.0;96768.0;13669.44;14586.83;44663.75;2688.0;1.0;28.0;38.0;37396.4;8965.0;8.23;0.104;"1";6985.0;"cluster_1"
48.0;133968.0;18668.17;6796.07;49590.62;2791.0;0.0;53.0;52.0;34729.5;8363.0;3.49;0.108;"1";9790.0;"cluster_1"
24.0;187104.0;14777.52;25194.51;74128.52;7796.0;1.0;19.0;72.0;133377.7;8994.0;4.79;0.11;"1";846.0;"cluster_1"
36.0;162468.0;16823.25;14412.5;61076.86;4513.0;1.0;38.0;32.0;74638.8;9272.0;3.22;0.118;"1";1886.0;"cluster_1"
60.0;89340.0;6194.58;4075.22;38854.18;1489.0;1.0;24.0;60.0;41522.6;8441.0;4.48;0.115;"1";2580.0;"cluster_3"
60.0;89340.0;6194.85;4014.6;39391.58;1489.0;1.0;24.0;60.0;42227.6;8441.0;4.48;0.115;"1";9928.0;"cluster_3"
36.0;258444.0;6129.34;10625.0;37356.67;7179.0;0.0;30.0;1.0;53892.1;12541.0;0.43;0.167;"1";4994.0;"cluster_0"
24.0;155640.0;11604.5;5993.17;32953.46;6485.0;1.0;53.0;5.0;40494.6;9307.0;4.43;0.118;"1";7184.0;"cluster_3"
48.0;270384.0;18055.66;12730.81;37758.37;5633.0;0.0;34.0;3.0;57835.1;8980.0;2.21;0.111;"1";6358.0;"cluster_2"
12.0;54024.0;14626.64;8093.62;38374.18;4502.0;0.0;28.0;61.0;25697.2;8814.0;5.74;0.107;"1";11359.0;"cluster_3"
12.0;44376.0;16193.73;16088.21;37207.16;3698.0;0.0;34.0;15.0;68241.5;9045.0;3.6;0.124;"1";5593.0;"cluster_1"
48.0;85632.0;14407.88;12725.52;56676.98;1784.0;1.0;47.0;64.0;99938.7;9624.0;2.31;0.145;"1";6289.0;"cluster_1"
60.0;148920.0;8817.89;7145.64;31696.63;2482.0;0.0;19.0;59.0;15278.6;8444.0;3.47;0.106;"1";11054.0;"cluster_3"
24.0;91152.0;12425.07;8491.13;39466.35;3798.0;0.0;53.0;32.0;39378.8;9272.0;3.22;0.118;"1";544.0;"cluster_3"
24.0;141648.0;8222.4;13462.5;38250.87;5902.0;0.0;44.0;52.0;88710.1;8363.0;3.49;0.108;"1";4851.0;"cluster_1"
48.0;388512.0;8353.09;6014.72;20786.91;8094.0;1.0;27.0;69.0;38697.3;8173.0;7.01;0.124;"-1";1583.0;"cluster_2"
60.0;402000.0;2989.61;3073.57;18869.19;6700.0;0.0;16.0;4.0;17232.1;9753.0;5.05;0.109;"1";4650.0;"cluster_2"
36.0;253512.0;9872.88;10135.71;26944.19;7042.0;1.0;51.0;59.0;13318.4;8444.0;3.47;0.106;"-1";3084.0;"cluster_2"
36.0;71460.0;10706.75;10912.21;45387.56;1985.0;1.0;16.0;1.0;49648.9;12541.0;0.43;0.167;"1";2143.0;"cluster_0"
12.0;29448.0;9508.31;11800.0;24905.0;2454.0;0.0;48.0;72.0;43790.6;8994.0;4.79;0.11;"-1";9199.0;"cluster_3"
36.0;48744.0;11242.78;15325.0;48007.82;1354.0;1.0;32.0;77.0;62891.3;8909.0;5.56;0.113;"1";2994.0;"cluster_1"
60.0;181020.0;9757.24;6818.75;29208.82;3017.0;1.0;30.0;48.0;45526.0;9060.0;2.44;0.124;"1";6397.0;"cluster_3"
36.0;68832.0;9949.63;7875.94;34092.65;1912.0;0.0;37.0;1.0;51540.7;12541.0;0.43;0.167;"1";10762.0;"cluster_0"
36.0;74124.0;10089.99;6756.69;46843.53;2059.0;1.0;57.0;12.0;25658.0;8754.0;4.31;0.137;"1";7136.0;"cluster_3"
48.0;174048.0;11485.68;15592.41;56111.88;3626.0;1.0;44.0;47.0;54140.4;9538.0;1.81;0.111;"1";8533.0;"cluster_1"
24.0;84120.0;15313.69;16547.78;67892.38;3505.0;1.0;46.0;69.0;45528.9;8173.0;7.01;0.124;"1";7926.0;"cluster_1"
36.0;194940.0;11823.41;9297.3;41565.35;5415.0;0.0;31.0;8.0;34212.3;11277.0;1.44;0.127;"1";10019.0;"cluster_0"
24.0;15192.0;7619.31;3812.95;25941.69;633.0;1.0;23.0;24.0;17351.9;8991.0;2.01;0.128;"1";4476.0;"cluster_3"
12.0;96168.0;6192.35;9358.22;44350.18;8014.0;1.0;24.0;64.0;3609.3;9624.0;2.31;0.145;"1";9814.0;"cluster_3"
36.0;139464.0;5296.15;8766.67;26804.3;3874.0;0.0;38.0;73.0;41662.8;8746.0;3.74;0.09;"-1";2236.0;"cluster_3"
36.0;54396.0;4101.1;3160.97;25558.86;1511.0;0.0;57.0;60.0;36208.8;8441.0;4.48;0.115;"1";10436.0;"cluster_3"
60.0;392460.0;20335.32;12163.98;44854.12;6541.0;1.0;15.0;12.0;53259.7;8754.0;4.31;0.137;"1";11186.0;"cluster_2"
12.0;101520.0;6286.65;4848.77;23809.89;8460.0;1.0;19.0;1.0;16720.8;12541.0;0.43;0.167;"1";2106.0;"cluster_0"
36.0;77184.0;10422.56;12149.89;44671.28;2144.0;1.0;41.0;1.0;22446.0;12541.0;0.43;0.167;"1";3230.0;"cluster_0"
48.0;70656.0;5182.32;5711.15;34385.06;1472.0;0.0;44.0;1.0;22476.1;12541.0;0.43;0.167;"1";9024.0;"cluster_0"
48.0;64656.0;6800.06;5300.0;25590.04;1347.0;0.0;49.0;27.0;44749.0;8561.0;1.29;0.11;"1";4585.0;"cluster_3"
60.0;396120.0;21494.09;14554.07;50908.81;6602.0;1.0;46.0;19.0;88610.1;8402.0;3.98;0.12;"1";1862.0;"cluster_2"
24.0;93600.0;9328.35;10195.57;44027.11;3900.0;0.0;24.0;9.0;26235.8;8899.0;3.97;0.149;"1";8039.0;"cluster_3"
36.0;22968.0;4325.01;3600.0;22777.22;638.0;1.0;46.0;16.0;38831.0;8427.0;1.54;0.107;"1";6688.0;"cluster_3"
60.0;262980.0;7660.38;5303.77;40424.82;4383.0;1.0;30.0;13.0;76081.3;8598.0;3.26;0.123;"1";501.0;"cluster_2"
60.0;372120.0;17318.93;11791.08;62650.77;6202.0;0.0;51.0;64.0;46580.5;9624.0;2.31;0.145;"1";7795.0;"cluster_2"
12.0;86184.0;24823.09;16422.43;68099.36;7182.0;1.0;55.0;70.0;43157.5;10177.0;7.75;0.081;"1";9422.0;"cluster_1"
12.0;86184.0;24823.3;16496.24;67125.79;7182.0;1.0;55.0;70.0;39660.8;10177.0;7.75;0.081;"1";2062.0;"cluster_1"
36.0;192744.0;15004.25;16228.51;55094.7;5354.0;0.0;32.0;62.0;27799.1;8544.0;1.86;0.109;"1";4447.0;"cluster_1"
24.0;68544.0;14131.44;11717.38;34277.8;2856.0;0.0;20.0;37.0;23729.8;9065.0;5.39;0.123;"1";3754.0;"cluster_3"
12.0;88440.0;14826.76;15308.32;67475.25;7370.0;1.0;51.0;40.0;79007.6;9317.0;7.07;0.097;"1";132.0;"cluster_1"
24.0;110112.0;18304.26;15463.66;71778.7;4588.0;0.0;33.0;53.0;135658.1;8240.0;3.56;0.099;"1";5001.0;"cluster_1"
24.0;110136.0;9514.22;9808.14;43769.13;4589.0;1.0;38.0;1.0;40746.5;12541.0;0.43;0.167;"1";6434.0;"cluster_0"
60.0;276300.0;3336.53;2843.25;24864.14;4605.0;0.0;20.0;64.0;27578.1;9624.0;2.31;0.145;"1";5263.0;"cluster_2"
60.0;359760.0;7300.05;6171.7;24769.51;5996.0;0.0;17.0;43.0;39959.4;9425.0;2.5;0.125;"1";4948.0;"cluster_2"
60.0;321180.0;16563.32;16052.32;32124.09;5353.0;0.0;60.0;14.0;37183.5;10045.0;1.71;0.135;"1";3115.0;"cluster_2"
48.0;46176.0;8771.33;9892.75;27787.05;962.0;0.0;30.0;62.0;38725.1;8544.0;1.86;0.109;"1";9548.0;"cluster_3"
48.0;421008.0;10644.61;9459.34;30848.29;8771.0;0.0;43.0;14.0;31168.0;10045.0;1.71;0.135;"1";10297.0;"cluster_2"
12.0;72120.0;19514.24;11844.13;76941.88;6010.0;1.0;44.0;52.0;98631.7;8363.0;3.49;0.108;"1";7859.0;"cluster_1"
36.0;228276.0;8391.38;6759.55;45207.47;6341.0;0.0;35.0;1.0;53707.9;12541.0;0.43;0.167;"1";9510.0;"cluster_0"
48.0;182640.0;10950.07;10802.68;27918.46;3805.0;1.0;54.0;62.0;23898.3;8544.0;1.86;0.109;"1";1250.0;"cluster_3"
12.0;61560.0;17099.71;9452.23;36108.81;5130.0;0.0;53.0;31.0;20051.1;8930.0;4.2;0.108;"1";2153.0;"cluster_3"
48.0;179328.0;12034.57;9741.1;33755.97;3736.0;0.0;23.0;54.0;36074.7;9897.0;1.96;0.14;"1";4981.0;"cluster_2"
48.0;155616.0;8908.04;11144.77;30763.94;3242.0;1.0;37.0;10.0;24447.1;10124.0;0.54;0.141;"1";3021.0;"cluster_0"
60.0;417600.0;4186.48;8415.38;40581.94;6960.0;0.0;26.0;55.0;58638.6;8743.0;2.43;0.111;"1";10520.0;"cluster_2"
24.0;123408.0;4692.33;7422.17;33104.26;5142.0;0.0;32.0;39.0;8357.1;10446.0;9.4;0.09;"1";10411.0;"cluster_3"
48.0;155616.0;6867.59;4921.26;37494.63;3242.0;1.0;25.0;72.0;60694.1;8994.0;4.79;0.11;"1";9030.0;"cluster_3"
60.0;222180.0;10811.86;10501.82;49770.69;3703.0;0.0;57.0;29.0;59578.8;8843.0;3.6;0.113;"-1";3189.0;"cluster_2"
48.0;45024.0;9823.82;10437.55;31270.61;938.0;1.0;39.0;70.0;38384.3;10177.0;7.75;0.081;"1";8972.0;"cluster_3"
36.0;115812.0;13572.27;10723.47;50013.38;3217.0;0.0;43.0;16.0;41878.1;8427.0;1.54;0.107;"1";10963.0;"cluster_1"
24.0;129408.0;9146.31;4858.76;23505.79;5392.0;1.0;34.0;67.0;24199.5;8110.0;6.55;0.109;"1";11362.0;"cluster_3"
