;account_id;district_id;frequency;date
1076;1680;59;monthly issuance;Fri, Dec 10, '93
1077;3039;1;monthly issuance;Fri, Dec 10, '93
1078;3380;64;monthly issuance;Fri, Dec 10, '93
1079;2128;22;monthly issuance;Fri, Dec 10, '93
1080;903;47;monthly issuance;Fri, Dec 10, '93
1081;1762;28;monthly issuance;Sat, Dec 11, '93
1082;61;70;monthly issuance;Sat, Dec 11, '93
1083;391;36;monthly issuance;Sat, Dec 11, '93
1084;2305;1;monthly issuance;Sat, Dec 11, '93
1085;1588;67;monthly issuance;Sat, Dec 11, '93
1086;183;43;monthly issuance;Sun, Dec 12, '93
1087;365;74;monthly issuance;Sun, Dec 12, '93
1088;2476;32;monthly issuance;Sun, Dec 12, '93
1089;347;65;monthly issuance;Mon, Dec 13, '93
1090;1877;76;monthly issuance;Mon, Dec 13, '93
1091;3196;1;monthly issuance;Mon, Dec 13, '93
1092;2928;55;monthly issuance;Tue, Dec 14, '93
1093;1225;4;monthly issuance;Tue, Dec 14, '93
1094;3825;7;monthly issuance;Tue, Dec 14, '93
1095;180;55;weekly issuance;Tue, Dec 14, '93
1096;2813;24;monthly issuance;Wed, Dec 15, '93
1097;1605;72;monthly issuance;Thu, Dec 16, '93
1098;1792;7;monthly issuance;Thu, Dec 16, '93
1099;1604;54;monthly issuance;Thu, Dec 16, '93
1100;883;1;monthly issuance;Fri, Dec 17, '93
1101;441;27;weekly issuance;Fri, Dec 17, '93
1102;3429;73;monthly issuance;Fri, Dec 17, '93
1103;4514;69;monthly issuance;Sat, Dec 18, '93
1104;1088;32;monthly issuance;Sun, Dec 19, '93
1105;3094;56;monthly issuance;Mon, Dec 20, '93
1106;1768;15;monthly issuance;Mon, Dec 20, '93
1107;2768;73;monthly issuance;Mon, Dec 20, '93
1108;2257;57;monthly issuance;Tue, Dec 21, '93
1109;1882;1;monthly issuance;Tue, Dec 21, '93
1110;719;30;monthly issuance;Tue, Dec 21, '93
1111;5092;74;monthly issuance;Tue, Dec 21, '93
1112;3292;1;monthly issuance;Tue, Dec 21, '93
1113;3604;75;monthly issuance;Wed, Dec 22, '93
1114;2733;76;monthly issuance;Wed, Dec 22, '93
1115;3669;76;monthly issuance;Wed, Dec 22, '93
1116;1940;52;monthly issuance;Wed, Dec 22, '93
1117;3056;55;monthly issuance;Wed, Dec 22, '93
1118;1419;33;monthly issuance;Wed, Dec 22, '93
1119;2971;76;weekly issuance;Thu, Dec 23, '93
1120;1959;62;monthly issuance;Fri, Dec 24, '93
1121;3164;33;monthly issuance;Fri, Dec 24, '93
1122;3197;1;monthly issuance;Sat, Dec 25, '93
1123;2770;42;monthly issuance;Sat, Dec 25, '93
1124;7944;59;monthly issuance;Mon, Dec 27, '93
1125;1080;55;monthly issuance;Mon, Dec 27, '93
1126;6148;74;monthly issuance;Mon, Dec 27, '93
1127;2010;1;monthly issuance;Mon, Dec 27, '93
1128;3135;72;monthly issuance;Mon, Dec 27, '93
1129;1098;47;monthly issuance;Tue, Dec 28, '93
1130;100;41;monthly issuance;Tue, Dec 28, '93
1131;2913;8;monthly issuance;Tue, Dec 28, '93
1132;1153;35;monthly issuance;Wed, Dec 29, '93
1133;1635;19;monthly issuance;Wed, Dec 29, '93
1134;2842;14;monthly issuance;Wed, Dec 29, '93
1135;3759;1;monthly issuance;Wed, Dec 29, '93
1136;3594;29;monthly issuance;Thu, Dec 30, '93
1137;2778;38;monthly issuance;Thu, Dec 30, '93
1138;2161;15;weekly issuance;Thu, Dec 30, '93
1139;2789;14;monthly issuance;Sat, Jan 01, '94
1140;1552;18;monthly issuance;Sun, Jan 02, '94
1141;628;72;monthly issuance;Mon, Jan 03, '94
1142;1458;29;monthly issuance;Mon, Jan 03, '94
1143;2673;34;monthly issuance;Tue, Jan 04, '94
1144;1788;1;monthly issuance;Tue, Jan 04, '94
1145;1193;29;monthly issuance;Wed, Jan 05, '94
1146;969;19;monthly issuance;Sat, Jan 08, '94
1147;1512;1;monthly issuance;Sat, Jan 08, '94
1148;3997;62;monthly issuance;Thu, Jan 13, '94
1149;2179;1;weekly issuance;Fri, Jan 14, '94
1150;1164;35;monthly issuance;Fri, Jan 14, '94
1151;4774;66;monthly issuance;Fri, Jan 14, '94
1152;4413;74;weekly issuance;Sat, Jan 15, '94
1153;1824;52;monthly issuance;Mon, Jan 17, '94
1154;1231;7;monthly issuance;Tue, Jan 18, '94
1155;2664;58;monthly issuance;Thu, Jan 20, '94
1156;1627;1;monthly issuance;Thu, Jan 20, '94
1157;9104;10;monthly issuance;Fri, Jan 21, '94
1158;2326;70;monthly issuance;Mon, Jan 24, '94
1159;4356;47;monthly issuance;Wed, Jan 26, '94
1160;3667;55;monthly issuance;Wed, Jan 26, '94
1161;742;77;monthly issuance;Fri, Jan 28, '94
1162;2538;42;monthly issuance;Sun, Jan 30, '94
1163;127;29;monthly issuance;Wed, Feb 02, '94
1164;726;76;monthly issuance;Thu, Feb 03, '94
1165;4907;42;monthly issuance;Sun, Feb 06, '94
1166;2628;64;issuance after transaction;Sun, Feb 06, '94
1167;3898;70;monthly issuance;Mon, Feb 07, '94
1168;6472;61;monthly issuance;Tue, Feb 08, '94
1169;1770;65;monthly issuance;Tue, Feb 08, '94
1170;2472;60;monthly issuance;Tue, Feb 08, '94
1171;1159;49;monthly issuance;Wed, Feb 09, '94
1172;4418;66;monthly issuance;Wed, Feb 09, '94
1173;1470;19;monthly issuance;Thu, Feb 10, '94
1174;1813;47;monthly issuance;Fri, Feb 11, '94
1175;4416;14;monthly issuance;Sat, Feb 12, '94
1176;2315;75;monthly issuance;Sun, Feb 13, '94
1177;3876;69;monthly issuance;Sun, Feb 13, '94
1178;4329;1;monthly issuance;Thu, Feb 17, '94
1179;3184;1;monthly issuance;Fri, Feb 18, '94
1180;370;25;monthly issuance;Fri, Feb 18, '94
1181;1317;56;monthly issuance;Fri, Feb 18, '94
1182;2675;1;monthly issuance;Sat, Feb 19, '94
1183;3840;76;monthly issuance;Sat, Feb 19, '94
1184;4009;56;monthly issuance;Sun, Feb 20, '94
1185;3886;1;monthly issuance;Sun, Feb 20, '94
1186;3445;1;monthly issuance;Tue, Feb 22, '94
1187;2482;1;monthly issuance;Wed, Feb 23, '94
1188;2361;28;monthly issuance;Fri, Feb 25, '94
1189;974;29;monthly issuance;Fri, Feb 25, '94
1190;2959;8;monthly issuance;Fri, Feb 25, '94
1191;1880;76;monthly issuance;Fri, Feb 25, '94
1192;3355;70;monthly issuance;Sat, Feb 26, '94
1193;2501;30;monthly issuance;Sat, Feb 26, '94
1194;1073;73;monthly issuance;Sun, Feb 27, '94
1195;8558;1;issuance after transaction;Sun, Feb 27, '94
1196;3101;1;monthly issuance;Sun, Feb 27, '94
1197;2568;17;monthly issuance;Wed, Mar 02, '94
1198;1169;49;issuance after transaction;Wed, Mar 02, '94
1199;3684;23;monthly issuance;Fri, Mar 04, '94
1200;1406;50;monthly issuance;Fri, Mar 04, '94
1201;71;1;monthly issuance;Sat, Mar 05, '94
1202;3528;10;monthly issuance;Sat, Mar 05, '94
1203;3405;36;monthly issuance;Mon, Mar 07, '94
1204;6118;1;weekly issuance;Mon, Mar 07, '94
1205;2382;59;monthly issuance;Tue, Mar 08, '94
1206;1570;1;monthly issuance;Sat, Mar 12, '94
1207;1511;51;issuance after transaction;Sun, Mar 13, '94
1208;1237;9;monthly issuance;Sun, Mar 13, '94
1209;3307;30;monthly issuance;Sun, Mar 13, '94
1210;3378;55;monthly issuance;Mon, Mar 14, '94
1211;989;19;monthly issuance;Mon, Mar 14, '94
1212;3253;71;issuance after transaction;Tue, Mar 15, '94
1213;1626;3;monthly issuance;Tue, Mar 15, '94
1214;289;1;monthly issuance;Thu, Mar 17, '94
1215;1987;54;monthly issuance;Thu, Mar 17, '94
1216;817;5;monthly issuance;Fri, Mar 18, '94
1217;2228;34;monthly issuance;Sat, Mar 19, '94
1218;904;1;monthly issuance;Sun, Mar 20, '94
1219;3824;41;monthly issuance;Sun, Mar 20, '94
1220;3599;63;monthly issuance;Sun, Mar 20, '94
1221;22;1;monthly issuance;Wed, Mar 23, '94
1222;470;64;monthly issuance;Wed, Mar 23, '94
1223;1273;37;monthly issuance;Fri, Mar 25, '94
1224;237;50;monthly issuance;Fri, Mar 25, '94
1225;59;43;monthly issuance;Sun, Mar 27, '94
1226;572;32;monthly issuance;Sun, Mar 27, '94
1227;1269;52;monthly issuance;Mon, Mar 28, '94
1228;855;1;monthly issuance;Mon, Mar 28, '94
1229;3183;45;monthly issuance;Fri, Apr 01, '94
1230;1969;5;monthly issuance;Sat, Apr 02, '94
1231;2799;54;weekly issuance;Sun, Apr 03, '94
1232;1042;43;monthly issuance;Sun, Apr 03, '94
1233;1158;50;monthly issuance;Sun, Apr 03, '94
1234;2713;26;monthly issuance;Sun, Apr 03, '94
1235;740;28;monthly issuance;Mon, Apr 04, '94
1236;493;26;monthly issuance;Tue, Apr 05, '94
1237;2067;76;monthly issuance;Thu, Apr 07, '94
1238;3804;7;monthly issuance;Thu, Apr 07, '94
1239;4259;66;monthly issuance;Fri, Apr 08, '94
1240;2886;1;monthly issuance;Fri, Apr 08, '94
1241;761;43;monthly issuance;Sat, Apr 09, '94
1242;1918;24;monthly issuance;Sun, Apr 10, '94
1243;3036;10;monthly issuance;Sun, Apr 10, '94
1244;3259;1;monthly issuance;Mon, Apr 11, '94
1245;4408;71;weekly issuance;Mon, Apr 11, '94
1246;2009;17;monthly issuance;Thu, Apr 14, '94
1247;1194;1;monthly issuance;Fri, Apr 15, '94
1248;3718;63;monthly issuance;Sat, Apr 16, '94
1249;3201;4;monthly issuance;Sun, Apr 17, '94
1250;460;1;monthly issuance;Mon, Apr 18, '94
1251;784;59;monthly issuance;Tue, Apr 19, '94
1252;3714;2;weekly issuance;Thu, Apr 21, '94
1253;2154;63;monthly issuance;Thu, Apr 21, '94
1254;1256;38;monthly issuance;Thu, Apr 21, '94
1255;1353;51;monthly issuance;Thu, Apr 21, '94
1256;1820;10;monthly issuance;Fri, Apr 22, '94
1257;2494;74;monthly issuance;Sat, Apr 23, '94
1258;2399;1;monthly issuance;Tue, Apr 26, '94
1259;343;18;monthly issuance;Tue, Apr 26, '94
1260;575;38;monthly issuance;Tue, Apr 26, '94
1261;900;48;monthly issuance;Tue, Apr 26, '94
1262;1467;37;monthly issuance;Wed, Apr 27, '94
1263;31;68;monthly issuance;Wed, Apr 27, '94
1264;1375;19;monthly issuance;Wed, Apr 27, '94
1265;1371;1;monthly issuance;Wed, Apr 27, '94
1266;844;53;monthly issuance;Thu, Apr 28, '94
1267;908;62;monthly issuance;Fri, Apr 29, '94
1268;3134;48;monthly issuance;Fri, Apr 29, '94
1269;2092;1;monthly issuance;Fri, Apr 29, '94
1270;3747;1;monthly issuance;Sun, May 01, '94
1271;277;32;issuance after transaction;Sun, May 01, '94
1272;3595;30;monthly issuance;Sun, May 01, '94
1273;2511;40;monthly issuance;Sun, May 01, '94
1274;1388;29;monthly issuance;Mon, May 02, '94
1275;4245;52;monthly issuance;Mon, May 02, '94
1276;3838;3;monthly issuance;Mon, May 02, '94
1277;543;64;monthly issuance;Tue, May 03, '94
1278;3653;31;monthly issuance;Tue, May 03, '94
1279;524;61;monthly issuance;Tue, May 03, '94
1280;82;26;monthly issuance;Tue, May 03, '94
1281;3912;2;monthly issuance;Wed, May 04, '94
1282;1949;41;monthly issuance;Wed, May 04, '94
1283;1865;1;monthly issuance;Wed, May 04, '94
1284;451;11;monthly issuance;Thu, May 05, '94
1285;50;1;monthly issuance;Fri, May 06, '94
1286;1184;14;monthly issuance;Fri, May 06, '94
1287;363;1;monthly issuance;Fri, May 06, '94
1288;2454;8;monthly issuance;Sat, May 07, '94
1289;2847;75;monthly issuance;Sun, May 08, '94
1290;2740;14;monthly issuance;Sun, May 08, '94
1291;1871;48;monthly issuance;Tue, May 10, '94
1292;8405;20;monthly issuance;Tue, May 10, '94
1293;266;47;monthly issuance;Wed, May 11, '94
1294;1879;10;monthly issuance;Fri, May 13, '94
1295;2259;64;monthly issuance;Sat, May 14, '94
1296;609;63;monthly issuance;Sun, May 15, '94
1297;9750;74;monthly issuance;Mon, May 16, '94
1298;2375;29;monthly issuance;Mon, May 16, '94
1299;216;38;monthly issuance;Mon, May 16, '94
1300;56;50;monthly issuance;Mon, May 16, '94
1301;7824;60;monthly issuance;Tue, May 17, '94
1302;649;69;weekly issuance;Tue, May 17, '94
1303;2996;54;monthly issuance;Tue, May 17, '94
1304;1509;51;monthly issuance;Thu, May 19, '94
1305;2170;1;issuance after transaction;Thu, May 19, '94
1306;2001;75;monthly issuance;Thu, May 19, '94
1307;2903;38;monthly issuance;Thu, May 19, '94
1308;3717;56;monthly issuance;Fri, May 20, '94
1309;4195;67;monthly issuance;Sat, May 21, '94
1310;2496;51;monthly issuance;Sat, May 21, '94
1311;9583;31;weekly issuance;Sun, May 22, '94
1312;3636;21;monthly issuance;Sun, May 22, '94
1313;1826;5;monthly issuance;Sun, May 22, '94
1314;2227;31;weekly issuance;Sun, May 22, '94
1315;2749;1;monthly issuance;Mon, May 23, '94
1316;535;35;monthly issuance;Tue, May 24, '94
1317;4066;72;monthly issuance;Tue, May 24, '94
1318;2662;71;monthly issuance;Tue, May 24, '94
1319;1053;57;monthly issuance;Wed, May 25, '94
1320;11333;8;monthly issuance;Thu, May 26, '94
1321;1838;68;monthly issuance;Thu, May 26, '94
1322;3037;44;monthly issuance;Thu, May 26, '94
1323;3372;23;monthly issuance;Thu, May 26, '94
1324;985;32;monthly issuance;Sun, May 29, '94
1325;6924;74;monthly issuance;Wed, Jun 01, '94
1326;3484;22;monthly issuance;Wed, Jun 01, '94
1327;700;20;monthly issuance;Wed, Jun 01, '94
1328;3289;1;monthly issuance;Thu, Jun 02, '94
1329;2638;5;monthly issuance;Thu, Jun 02, '94
1330;8316;70;monthly issuance;Sat, Jun 04, '94
1331;1634;77;monthly issuance;Sat, Jun 04, '94
1332;4825;15;monthly issuance;Sat, Jun 04, '94
1333;3650;8;monthly issuance;Sun, Jun 05, '94
1334;10942;44;weekly issuance;Sun, Jun 05, '94
1335;2922;16;monthly issuance;Mon, Jun 06, '94
1336;693;2;monthly issuance;Mon, Jun 06, '94
1337;2260;1;monthly issuance;Tue, Jun 07, '94
1338;538;70;monthly issuance;Tue, Jun 07, '94
1339;548;16;monthly issuance;Tue, Jun 07, '94
1340;941;8;monthly issuance;Wed, Jun 08, '94
1341;2155;58;monthly issuance;Wed, Jun 08, '94
1342;4519;8;monthly issuance;Wed, Jun 08, '94
1343;3539;42;monthly issuance;Wed, Jun 08, '94
1344;6511;72;monthly issuance;Fri, Jun 10, '94
1345;2569;2;monthly issuance;Fri, Jun 10, '94
1346;43;36;monthly issuance;Sun, Jun 12, '94
1347;1047;46;monthly issuance;Mon, Jun 13, '94
1348;3479;22;monthly issuance;Tue, Jun 14, '94
1349;2868;1;monthly issuance;Wed, Jun 15, '94
1350;4328;72;monthly issuance;Fri, Jun 17, '94
1351;5628;61;monthly issuance;Fri, Jun 17, '94
1352;3160;22;monthly issuance;Sun, Jun 19, '94
1353;1856;26;monthly issuance;Sun, Jun 19, '94
1354;154;46;monthly issuance;Tue, Jun 21, '94
1355;3030;65;monthly issuance;Wed, Jun 22, '94
1356;1938;1;monthly issuance;Sat, Jun 25, '94
1357;1870;10;monthly issuance;Sat, Jun 25, '94
1358;3275;74;monthly issuance;Wed, Jun 29, '94
1359;8492;2;monthly issuance;Wed, Jun 29, '94
1360;10093;1;weekly issuance;Fri, Jul 01, '94
1361;3805;9;monthly issuance;Sat, Jul 02, '94
1362;200;17;monthly issuance;Sun, Jul 03, '94
1363;2471;6;monthly issuance;Sun, Jul 03, '94
1364;352;39;monthly issuance;Mon, Jul 04, '94
1365;1291;1;monthly issuance;Mon, Jul 04, '94
1366;161;28;monthly issuance;Mon, Jul 04, '94
1367;711;70;monthly issuance;Wed, Jul 06, '94
1368;964;26;monthly issuance;Fri, Jul 08, '94
1369;1012;65;monthly issuance;Sat, Jul 09, '94
1370;4276;43;monthly issuance;Sat, Jul 09, '94
1371;901;60;monthly issuance;Sun, Jul 10, '94
1372;7765;52;weekly issuance;Sun, Jul 10, '94
1373;90;1;monthly issuance;Wed, Jul 13, '94
1374;5574;13;weekly issuance;Thu, Jul 14, '94
1375;741;54;monthly issuance;Thu, Jul 14, '94
1376;2819;35;monthly issuance;Sat, Jul 16, '94
1377;478;58;monthly issuance;Sat, Jul 16, '94
1378;2615;68;monthly issuance;Sun, Jul 17, '94
1379;3503;1;monthly issuance;Sun, Jul 17, '94
1380;3921;18;monthly issuance;Sun, Jul 17, '94
1381;662;21;monthly issuance;Mon, Jul 18, '94
1382;2654;56;monthly issuance;Thu, Jul 21, '94
1383;9627;65;issuance after transaction;Fri, Jul 22, '94
1384;2470;16;monthly issuance;Sat, Jul 23, '94
1385;427;8;monthly issuance;Sun, Jul 24, '94
1386;709;19;monthly issuance;Mon, Jul 25, '94
1387;629;31;monthly issuance;Mon, Jul 25, '94
1388;2606;1;monthly issuance;Wed, Jul 27, '94
1389;6738;62;monthly issuance;Thu, Jul 28, '94
1390;2912;74;monthly issuance;Sat, Jul 30, '94
1391;4995;20;weekly issuance;Mon, Aug 01, '94
1392;1022;33;weekly issuance;Mon, Aug 01, '94
1393;1797;24;monthly issuance;Mon, Aug 01, '94
1394;3497;76;monthly issuance;Tue, Aug 02, '94
1395;1848;1;monthly issuance;Thu, Aug 04, '94
1396;582;12;monthly issuance;Fri, Aug 05, '94
1397;3167;18;monthly issuance;Mon, Aug 08, '94
1398;1579;57;monthly issuance;Tue, Aug 09, '94
1399;610;74;monthly issuance;Thu, Aug 11, '94
1400;3536;24;monthly issuance;Thu, Aug 11, '94
1401;1017;14;monthly issuance;Thu, Aug 11, '94
1402;3017;75;monthly issuance;Fri, Aug 12, '94
1403;3112;38;monthly issuance;Fri, Aug 12, '94
1404;1360;71;monthly issuance;Sun, Aug 14, '94
1405;2747;1;monthly issuance;Sun, Aug 14, '94
1406;9192;1;monthly issuance;Tue, Aug 16, '94
1407;1398;62;monthly issuance;Thu, Aug 18, '94
1408;1246;58;monthly issuance;Thu, Aug 18, '94
1409;1592;38;monthly issuance;Thu, Aug 18, '94
1410;3728;10;monthly issuance;Thu, Aug 18, '94
1411;4131;5;monthly issuance;Fri, Aug 19, '94
1412;377;70;monthly issuance;Fri, Aug 19, '94
1413;1911;68;monthly issuance;Sun, Aug 21, '94
1414;635;21;monthly issuance;Sun, Aug 21, '94
1415;3625;3;monthly issuance;Mon, Aug 22, '94
1416;3425;70;monthly issuance;Wed, Aug 24, '94
1417;1327;65;monthly issuance;Wed, Aug 24, '94
1418;8776;64;monthly issuance;Wed, Aug 24, '94
1419;2798;70;monthly issuance;Wed, Aug 24, '94
1420;2401;16;monthly issuance;Fri, Aug 26, '94
1421;3612;70;monthly issuance;Sat, Aug 27, '94
1422;4580;9;monthly issuance;Sat, Aug 27, '94
1423;3226;65;monthly issuance;Sun, Aug 28, '94
1424;7523;63;monthly issuance;Mon, Aug 29, '94
1425;3533;74;monthly issuance;Mon, Aug 29, '94
1426;422;53;weekly issuance;Mon, Aug 29, '94
1427;3608;72;weekly issuance;Tue, Aug 30, '94
1428;1105;55;monthly issuance;Thu, Sep 01, '94
1429;2596;1;monthly issuance;Fri, Sep 02, '94
1430;9006;40;weekly issuance;Fri, Sep 02, '94
1431;3579;53;monthly issuance;Fri, Sep 02, '94
1432;710;25;monthly issuance;Fri, Sep 02, '94
1433;7546;43;monthly issuance;Sat, Sep 03, '94
1434;1766;28;monthly issuance;Sat, Sep 03, '94
1435;1292;3;monthly issuance;Sat, Sep 03, '94
1436;3797;64;monthly issuance;Sat, Sep 03, '94
1437;3478;30;monthly issuance;Sun, Sep 04, '94
1438;8899;1;weekly issuance;Mon, Sep 05, '94
1439;1975;19;monthly issuance;Wed, Sep 07, '94
1440;3049;61;monthly issuance;Thu, Sep 08, '94
1441;3730;17;monthly issuance;Thu, Sep 08, '94
1442;1714;72;monthly issuance;Thu, Sep 08, '94
1443;518;74;monthly issuance;Fri, Sep 09, '94
1444;6321;1;monthly issuance;Sat, Sep 10, '94
1445;3926;72;monthly issuance;Sun, Sep 11, '94
1446;1878;52;weekly issuance;Tue, Sep 13, '94
1447;3712;3;monthly issuance;Tue, Sep 13, '94
1448;2030;51;monthly issuance;Tue, Sep 13, '94
1449;3869;72;monthly issuance;Tue, Sep 13, '94
1450;1908;20;monthly issuance;Tue, Sep 13, '94
1451;3142;2;monthly issuance;Wed, Sep 14, '94
1452;1301;18;monthly issuance;Thu, Sep 15, '94
1453;3288;54;monthly issuance;Thu, Sep 15, '94
1454;318;36;monthly issuance;Fri, Sep 16, '94
1455;3336;51;monthly issuance;Mon, Sep 19, '94
1456;1653;1;monthly issuance;Mon, Sep 19, '94
1457;577;29;monthly issuance;Tue, Sep 20, '94
1458;2960;19;monthly issuance;Tue, Sep 20, '94
1459;2267;54;weekly issuance;Tue, Sep 20, '94
1460;1989;48;monthly issuance;Wed, Sep 21, '94
1461;1352;1;monthly issuance;Fri, Sep 23, '94
1462;851;15;monthly issuance;Fri, Sep 23, '94
1463;716;47;monthly issuance;Sun, Sep 25, '94
1464;3555;32;monthly issuance;Mon, Sep 26, '94
1465;6;51;monthly issuance;Tue, Sep 27, '94
1466;1828;1;monthly issuance;Wed, Sep 28, '94
1467;1333;21;monthly issuance;Thu, Sep 29, '94
1468;11359;61;monthly issuance;Sat, Oct 01, '94
1469;3457;54;monthly issuance;Sat, Oct 01, '94
1470;2627;76;monthly issuance;Sun, Oct 02, '94
1471;2025;19;monthly issuance;Sun, Oct 02, '94
1472;3975;20;monthly issuance;Sun, Oct 02, '94
1473;2905;74;monthly issuance;Mon, Oct 03, '94
1474;3827;1;monthly issuance;Tue, Oct 04, '94
1475;939;55;monthly issuance;Tue, Oct 04, '94
1476;1421;71;monthly issuance;Wed, Oct 05, '94
1477;1934;46;monthly issuance;Wed, Oct 05, '94
1478;3878;23;monthly issuance;Fri, Oct 07, '94
1479;2363;47;monthly issuance;Fri, Oct 07, '94
1480;1559;14;monthly issuance;Sat, Oct 08, '94
1481;2195;73;monthly issuance;Sat, Oct 08, '94
1482;1205;73;monthly issuance;Sat, Oct 08, '94
1483;2059;37;monthly issuance;Sat, Oct 08, '94
1484;2333;45;monthly issuance;Sat, Oct 08, '94
1485;3074;74;weekly issuance;Sat, Oct 08, '94
1486;2840;15;monthly issuance;Sun, Oct 09, '94
1487;2430;3;monthly issuance;Sun, Oct 09, '94
1488;2463;56;monthly issuance;Tue, Oct 11, '94
1489;3860;4;monthly issuance;Tue, Oct 11, '94
1490;2788;54;monthly issuance;Wed, Oct 12, '94
1491;8127;37;monthly issuance;Thu, Oct 13, '94
1492;596;31;monthly issuance;Thu, Oct 13, '94
1493;3622;53;monthly issuance;Sat, Oct 15, '94
1494;1312;23;monthly issuance;Sat, Oct 15, '94
1495;2742;23;monthly issuance;Sat, Oct 15, '94
1496;654;63;monthly issuance;Sun, Oct 16, '94
1497;4283;39;monthly issuance;Sun, Oct 16, '94
1498;2924;56;monthly issuance;Sun, Oct 16, '94
1499;3756;39;weekly issuance;Mon, Oct 17, '94
1500;2790;1;monthly issuance;Tue, Oct 18, '94
1501;67;16;monthly issuance;Wed, Oct 19, '94
1502;2949;1;monthly issuance;Fri, Oct 21, '94
1503;3849;75;monthly issuance;Fri, Oct 21, '94
1504;5422;66;monthly issuance;Sat, Oct 22, '94
1505;988;10;monthly issuance;Sat, Oct 22, '94
1506;3058;44;monthly issuance;Sun, Oct 23, '94
1507;1958;40;monthly issuance;Mon, Oct 24, '94
1508;1441;50;monthly issuance;Tue, Oct 25, '94
1509;1109;66;monthly issuance;Thu, Oct 27, '94
1510;2536;41;monthly issuance;Fri, Oct 28, '94
1511;1295;15;monthly issuance;Fri, Oct 28, '94
1512;3419;1;monthly issuance;Sat, Oct 29, '94
1513;1993;68;monthly issuance;Sun, Oct 30, '94
1514;1076;1;monthly issuance;Sun, Oct 30, '94
1515;960;4;issuance after transaction;Wed, Nov 02, '94
1516;201;63;monthly issuance;Wed, Nov 02, '94
1517;1168;29;monthly issuance;Thu, Nov 03, '94
1518;2365;42;monthly issuance;Fri, Nov 04, '94
1519;973;54;monthly issuance;Sat, Nov 05, '94
1520;3663;67;monthly issuance;Sun, Nov 06, '94
1521;3576;58;monthly issuance;Mon, Nov 07, '94
1522;4082;49;monthly issuance;Tue, Nov 08, '94
1523;2541;57;monthly issuance;Tue, Nov 08, '94
1524;4476;24;monthly issuance;Thu, Nov 10, '94
1525;2572;64;issuance after transaction;Sun, Nov 13, '94
1526;2377;77;monthly issuance;Sun, Nov 13, '94
1527;1554;47;monthly issuance;Tue, Nov 15, '94
1528;5632;5;weekly issuance;Tue, Nov 15, '94
1529;940;37;monthly issuance;Tue, Nov 15, '94
1530;1583;69;issuance after transaction;Thu, Nov 17, '94
1531;2218;19;monthly issuance;Mon, Nov 21, '94
1532;1708;22;monthly issuance;Mon, Nov 21, '94
1533;449;19;monthly issuance;Tue, Nov 22, '94
1534;2044;6;monthly issuance;Wed, Nov 23, '94
1535;11186;12;monthly issuance;Thu, Nov 24, '94
1536;29;7;monthly issuance;Thu, Nov 24, '94
1537;3752;1;monthly issuance;Fri, Nov 25, '94
1538;2028;7;weekly issuance;Sat, Nov 26, '94
1539;1294;71;monthly issuance;Sun, Nov 27, '94
1540;106;63;monthly issuance;Sun, Nov 27, '94
1541;2707;61;monthly issuance;Sun, Nov 27, '94
1542;2027;19;monthly issuance;Mon, Nov 28, '94
1543;3369;8;monthly issuance;Thu, Dec 01, '94
1544;9731;54;issuance after transaction;Thu, Dec 01, '94
1545;1578;48;monthly issuance;Thu, Dec 01, '94
1546;8411;20;monthly issuance;Fri, Dec 02, '94
1547;1919;18;monthly issuance;Sun, Dec 04, '94
1548;1307;56;monthly issuance;Mon, Dec 05, '94
1549;2121;64;monthly issuance;Mon, Dec 05, '94
1550;1436;3;monthly issuance;Wed, Dec 07, '94
1551;3489;9;monthly issuance;Thu, Dec 08, '94
1552;3348;4;monthly issuance;Thu, Dec 08, '94
1553;2809;73;monthly issuance;Thu, Dec 08, '94
1554;3364;21;weekly issuance;Thu, Dec 08, '94
1555;2546;1;monthly issuance;Thu, Dec 08, '94
1556;2343;68;monthly issuance;Fri, Dec 09, '94
1557;594;54;monthly issuance;Fri, Dec 09, '94
1558;4434;41;monthly issuance;Fri, Dec 09, '94
1559;359;11;monthly issuance;Sun, Dec 11, '94
1560;3279;46;weekly issuance;Sat, Dec 17, '94
1561;1011;45;monthly issuance;Sat, Dec 17, '94
1562;8856;15;monthly issuance;Sun, Dec 18, '94
1563;2808;1;monthly issuance;Sun, Dec 18, '94
1564;5357;70;monthly issuance;Sun, Dec 18, '94
1565;775;1;monthly issuance;Sun, Dec 18, '94
1566;2524;1;monthly issuance;Mon, Dec 19, '94
1567;3903;58;monthly issuance;Mon, Dec 19, '94
1568;802;15;monthly issuance;Tue, Dec 20, '94
1569;3567;5;monthly issuance;Tue, Dec 20, '94
1570;68;37;issuance after transaction;Tue, Dec 20, '94
1571;1417;75;monthly issuance;Tue, Dec 20, '94
1572;3643;1;monthly issuance;Thu, Dec 22, '94
1573;10728;71;monthly issuance;Fri, Dec 23, '94
1574;2384;40;monthly issuance;Fri, Dec 23, '94
1575;1835;74;monthly issuance;Sat, Dec 24, '94
1576;3621;32;monthly issuance;Sun, Dec 25, '94
1577;1394;32;monthly issuance;Tue, Dec 27, '94
1578;3006;64;monthly issuance;Sun, Jan 01, '95
1579;2322;33;monthly issuance;Mon, Jan 02, '95
1580;1331;59;monthly issuance;Tue, Jan 03, '95
1581;2355;1;monthly issuance;Tue, Jan 03, '95
