account_id;duration;amount;credits_mean;withdrawals_mean;balances_monthly_2;average_balance_monthly;payment_monthly;gender;client_age;district_id;last_balance;district_average_salary;district_unemployment_rate;enterpreneur_ratio;credits_cash_mean;credits_another_bank_mean;credits_interest_mean;withdrawal_another_bank_mean;withdrawal_cash_mean;withdrawal_credit_card_mean
9472;12;36396;12708.21;9274.88;3433.33;56224.91;3033.0;0;23;76;45480.6;8369;5.88;0.107;27769.0588235;0.0;242.213636364;5119.0;9786.2195122;0.0
960;60;189060;23467.74;11474.97;11992.77;74106.6;3151.0;1;36;4;68945.6;9753;5.05;0.109;200.0;42868.8571429;282.083333333;5940.0;17108.3333333;0.0
1256;36;71064;7980.82;4563.36;3417.47;28142.62;1974.0;1;48;38;31397.0;8965;8.23;0.104;13218.1176471;0.0;128.141666667;3314.0;3466.58461538;0.0
854;48;87216;5671.05;2359.19;3311.87;26692.5;1817.0;1;41;1;29638.3;12541;0.43;0.167;10464.0454545;0.0;120.015789474;1450.53191489;2291.98333333;0.0
3629;60;158760;7271.74;3932.3;3339.44;26392.57;2646.0;0;17;48;19182.3;9060;2.44;0.124;1708.33333333;16955.3181818;112.552380952;3668.0;2759.05818182;0.0
8377;60;417060;6436.59;6128.43;308.16;38547.6;6951.0;1;33;29;80978.7;8843;3.6;0.113;19478.1363636;0.0;188.321052632;3095.0;13054.336;0.0
7190;60;63360;4110.71;2203.87;1906.84;27199.01;1056.0;0;39;49;25635.0;8208;2.26;0.155;6885.44827586;0.0;122.75;5394.0;1670.25185185;0.0
8159;24;29784;7141.01;4540.0;2601.01;23741.86;1241.0;1;25;26;37920.3;10787;3.09;0.131;10053.8333333;0.0;99.0666666667;0.0;7566.66666667;0.0
9656;24;139536;15265.08;10433.85;4831.22;56729.94;5814.0;1;53;61;36472.9;8814;5.74;0.107;25136.0208333;0.0;220.431578947;10721.0;12197.8314286;0.0
8489;36;265320;6926.54;5067.26;1859.28;30094.99;7370.0;1;46;51;35289.8;8541;2.97;0.131;16972.4166667;0.0;122.5225;3835.0;4653.03880597;0.0
10630;24;198240;7622.04;5733.58;1888.46;25037.32;8260.0;0;39;41;35344.2;9832;4.48;0.114;11090.7142857;0.0;103.05;7303.0;8850.0;0.0
10440;60;60000;3821.68;1851.21;1970.48;21449.86;1000.0;0;48;45;16893.2;8390;2.89;0.132;6752.51851852;0.0;96.119047619;2455.0;1527.05818182;0.0
4774;48;465072;12214.34;7291.84;4922.51;23346.6;9689.0;0;47;66;37152.4;8512;4.12;0.102;21839.0;0.0;106.076470588;0.0;6511.84307692;0.0
5650;24;98592;10992.31;8162.02;2830.29;58938.51;4108.0;1;31;10;62671.9;10124;0.54;0.141;900.0;26704.1666667;217.816666667;10530.0;8863.63636364;0.0
5632;60;285600;8260.82;7136.52;1124.3;40785.33;4760.0;1;14;5;28194.4;9307;4.43;0.118;15763.7647059;0.0;171.471428571;0.0;7887.77777778;0.0
3489;24;44088;7293.86;4718.29;2575.57;30912.1;1837.0;1;44;9;44368.6;8899;3.97;0.149;12702.25;0.0;149.828571429;3373.0;6131.98333333;0.0
4580;12;20220;9653.89;7599.06;2054.83;33999.67;1685.0;1;22;9;31317.9;8899;3.97;0.149;18703.6428571;0.0;172.777777778;8723.0;8195.11304348;0.0
4727;24;107640;19294.51;13508.47;5786.04;38623.64;4485.0;1;35;2;65325.4;8507;1.85;0.132;600.0;38720.5;171.62;2720.5;18112.7333333;0.0
4825;12;21396;5919.61;3415.8;2503.81;29866.39;1783.0;0;26;15;24782.0;9045;3.6;0.124;3040.0;11768.8;128.007142857;0.0;2988.05263158;0.0
8776;48;33984;5301.16;4445.13;856.03;33892.76;708.0;0;23;64;44465.4;9624;2.31;0.145;12880.8571429;0.0;128.904545455;0.0;4079.47647059;0.0
1375;24;45336;11027.91;6476.57;4551.33;38173.66;1889.0;0;38;19;40939.5;8402;3.98;0.12;19943.9444444;0.0;177.953333333;5930.0;5570.23555556;0.0
8492;60;85860;3773.52;3102.29;671.23;29152.06;1431.0;1;39;2;39366.8;8507;1.85;0.132;9417.36842105;0.0;102.5;4403.0;2570.15;0.0
9493;48;188688;9613.71;7868.93;1744.77;40300.72;3931.0;1;30;64;23579.7;9624;2.31;0.145;350.0;25943.6;196.68;6803.0;10752.4333333;0.0
915;48;309552;20572.29;15860.49;4711.8;42731.49;6449.0;0;60;72;51799.4;8994;4.79;0.11;700.0;41112.375;186.9;14291.0;14796.2533333;0.0
9897;12;36168;10313.89;4971.13;5342.77;38994.11;3014.0;0;34;1;29138.1;12541;0.43;0.167;1350.0;19372.5714286;171.7;4611.25;5852.43333333;0.0
10942;60;314520;15918.7;12694.4;3224.3;59445.31;5242.0;1;39;44;50517.0;8254;3.76;0.097;25183.35;0.0;240.81875;10472.0;13418.1666667;0.0
7861;36;21852;7040.5;7511.9;-471.4;32315.01;607.0;0;40;34;42899.4;9675;7.68;0.1;14842.9285714;0.0;127.88;26.0;12322.92;0.0
8405;60;266220;8305.89;5884.73;2421.16;28863.08;4437.0;1;30;20;38159.6;8547;3.64;0.12;19859.4285714;0.0;121.384375;2616.33333333;5398.75384615;0.0
10093;36;231696;21612.7;11102.63;10510.08;36899.06;6436.0;0;22;1;39874.7;12541;0.43;0.167;1266.66666667;42900.625;185.326666667;3409.65714286;8725.625;0.0
10663;36;260028;22366.81;8927.32;13439.49;50192.37;7223.0;0;18;11;69850.9;9622;0.59;0.154;4725.0;46293.8636364;236.49047619;6984.71428571;8719.26;0.0
11349;60;419880;19365.88;25227.0;-5861.13;43249.17;6998.0;1;49;1;24704.4;12541;0.43;0.167;250.0;46186.8;189.125;10886.0;32766.6666667;0.0
6738;12;37908;10016.78;6242.85;3773.93;35342.37;3159.0;1;19;62;46113.5;8544;1.86;0.109;1000.0;20217.6;160.121428571;0.0;5415.02325581;0.0
4423;36;73836;8880.41;14442.86;-5562.45;47241.5;2051.0;1;28;39;67453.1;10446;9.4;0.09;21260.1111111;0.0;222.42;0.0;25000.0;0.0
7546;12;41952;10678.23;4415.17;6263.06;37646.87;3496.0;0;22;43;24687.4;9425;2.5;0.125;1500.0;22473.1428571;175.628571429;1369.33333333;5491.15;0.0
2343;24;99336;5201.23;3229.79;1971.45;24175.52;4139.0;1;15;68;30838.7;9893;4.72;0.096;9097.28571429;0.0;110.78;4723.0;3150.34545455;0.0
6609;36;60156;16920.11;12466.27;4453.83;59380.41;1671.0;0;19;16;106112.8;8427;1.54;0.107;25217.1578947;0.0;207.757142857;2752.5;17550.4;0.0
2218;60;182040;22247.53;15797.57;6449.97;51744.94;3034.0;1;44;19;38747.5;8402;3.98;0.12;600.0;44457.8333333;245.8;0.0;14351.5818182;0.0
9627;48;244368;18137.47;14077.95;4059.52;66219.61;5091.0;0;25;65;86194.1;8403;5.72;0.105;27031.3877551;0.0;294.42;0.0;15901.3157895;0.0
9731;36;113796;10369.33;5171.36;5197.96;31109.27;3161.0;0;24;54;34054.0;9897;1.96;0.14;600.0;20544.3333333;146.554545455;3143.5;4462.96296296;0.0
789;48;73056;3348.5;1303.08;2045.42;24226.83;1522.0;0;24;39;21545.7;10446;9.4;0.09;5161.85714286;0.0;95.8555555556;1897.0;1811.83333333;0.0
4081;24;137904;6180.2;4120.0;2060.2;23085.96;5746.0;0;27;11;35159.7;9622;0.59;0.154;9252.0;0.0;82.6;0.0;6866.66666667;0.0
5774;24;31176;11557.22;6632.94;4924.28;50841.65;1299.0;0;27;1;50647.1;12541;0.43;0.167;18311.1428571;0.0;191.94;4278.0;7770.51111111;0.0
11042;36;217152;17388.32;12316.18;5072.14;36159.62;6032.0;0;21;72;42293.9;8994;4.79;0.11;400.0;38000.5;173.8;8436.0;9788.42962963;0.0
6924;48;194880;12938.97;7141.56;5797.41;30457.14;4060.0;0;15;74;31007.0;10673;5.44;0.1;300.0;26386.8333333;158.855555556;4585.0;5496.56842105;0.0
7765;12;27984;6158.66;6100.18;58.47;30370.85;2332.0;0;46;52;18380.5;8363;3.49;0.108;20241.2857143;0.0;176.025;8217.0;4486.96969697;0.0
2227;24;92976;10387.42;9106.74;1280.68;40820.44;3874.0;1;25;31;21531.8;8930;4.2;0.108;19524.3529412;0.0;193.05625;13386.0;9427.83783784;0.0
9583;24;104712;10356.56;9033.92;1322.64;42831.82;4363.0;1;25;31;30115.3;8930;4.2;0.108;19442.0;0.0;193.20625;13386.0;9365.67567568;0.0
7606;60;191880;14598.06;11236.64;3361.42;60507.04;3198.0;0;46;21;78521.0;9104;2.07;0.123;21711.0384615;0.0;191.322222222;5062.0;10843.8933333;0.0
5742;48;232560;13717.4;9222.74;4494.66;63022.68;4845.0;1;25;74;41243.5;10673;5.44;0.1;21742.3333333;0.0;268.32;0.0;12454.5454545;0.0
1011;60;204000;11261.44;6423.56;4837.89;31533.74;3400.0;0;51;45;45077.7;8390;2.89;0.132;1250.0;22103.1666667;143.0;7085.0;5096.62758621;0.0
8899;60;125340;8431.03;8720.73;-289.7;47703.99;2089.0;0;51;1;19007.0;12541;0.43;0.167;21364.3448276;0.0;180.05;3713.0;8667.14285714;0.0
7562;48;309600;21894.71;14425.81;7468.9;45068.44;6450.0;0;20;72;35488.1;8994;4.79;0.11;400.0;42219.3636364;220.8;0.0;12592.9032258;0.0
7815;24;189696;17711.72;6872.28;10839.44;65855.81;7904.0;0;50;19;88662.1;8402;3.98;0.12;26564.1428571;0.0;212.466666667;1358.7826087;12283.030303;0.0
4503;48;135360;15762.92;9843.2;5919.72;57389.15;2820.0;0;20;50;54883.5;8187;5.45;0.094;28603.8095238;0.0;241.854545455;0.0;12173.8216216;0.0
4907;48;98832;8200.58;2922.37;5278.21;34933.97;2059.0;1;25;42;27184.4;8388;2.94;0.087;14745.4444444;0.0;142.317391304;1811.14545455;3814.13055556;0.0
5126;48;20352;4023.12;2236.28;1786.84;31787.74;424.0;1;47;58;21281.5;8757;3.95;0.096;7389.23076923;0.0;134.955555556;4208.0;2616.80952381;0.0
2496;60;165120;3952.95;2512.44;1440.51;22458.15;2752.0;1;45;51;22745.4;8541;2.97;0.131;6326.93548387;0.0;96.8105263158;4982.0;1970.56862745;0.0
11138;24;89880;12006.79;10346.0;1660.79;57362.77;3745.0;0;32;70;39079.5;10177;7.75;0.081;26804.75;0.0;220.3;0.0;11028.75;0.0
4995;36;128988;8028.38;6563.23;1465.15;34499.65;3583.0;0;56;20;9680.2;8547;3.64;0.12;18370.9411765;0.0;144.638888889;0.0;5534.09318182;0.0
3804;12;63252;17246.42;7360.73;9885.7;44609.04;5271.0;1;46;7;49709.2;9920;2.87;0.13;1633.33333333;34373.9130435;222.313636364;2550.5;7780.03888889;0.0
5066;24;61656;11381.19;9457.14;1924.04;33731.33;2569.0;1;42;13;59695.5;8598;3.26;0.123;20903.3333333;0.0;158.5;0.0;22066.6666667;0.0
6400;24;72408;7941.44;14560.0;-6618.56;46348.82;3017.0;1;37;31;36363.9;8930;4.2;0.108;21684.8;0.0;184.975;0.0;18200.0;0.0
10884;36;113544;8160.16;5938.5;2221.65;29512.76;3154.0;0;53;65;13386.8;8403;5.72;0.105;1800.0;20644.3636364;136.736363636;2867.0;5569.04137931;0.0
8092;60;56100;4973.12;2895.01;2078.11;17858.66;935.0;0;37;54;15407.2;9897;1.96;0.14;8614.75;0.0;82.675;6216.0;2176.67096774;0.0
5735;60;290700;14567.61;10799.65;3767.96;53056.93;4845.0;1;36;52;11574.8;8363;3.49;0.108;24708.137931;0.0;229.230769231;0.0;12742.0211538;0.0
3112;48;123216;13313.85;7539.9;5773.95;64022.68;2567.0;1;18;38;77580.8;8965;8.23;0.104;27045.6666667;0.0;230.494444444;1526.0;12162.2105263;0.0
2912;60;380160;15611.19;11770.09;3841.1;45094.88;6336.0;0;46;74;24549.6;10673;5.44;0.1;27321.25;0.0;259.366666667;0.0;14154.9965517;0.0
4852;36;213300;4271.38;2182.13;2089.25;25899.77;5925.0;0;31;47;27341.3;9538;1.81;0.111;7205.88235294;0.0;120.43;4794.0;2681.76296296;0.0
8327;48;247728;12275.07;11409.94;865.13;63474.89;5161.0;0;16;1;52551.7;12541;0.43;0.167;29683.9090909;0.0;212.9;3321.5;12510.0;0.0
1772;36;202788;25988.88;13491.36;12497.52;45057.48;5633.0;1;42;31;81623.6;8930;4.2;0.108;1100.0;51906.5384615;208.725;11994.0;10686.8571429;0.0
10728;48;154656;10037.89;5427.65;4610.24;29123.96;3222.0;0;39;71;37180.5;8678;5.57;0.102;1200.0;20617.6666667;130.264285714;3867.0;4849.90697674;0.0
9017;48;100224;4775.78;5740.0;-964.22;23077.86;2088.0;1;39;70;31387.1;10177;7.75;0.081;1550.0;14094.0;67.9;0.0;9566.66666667;0.0
5574;12;44628;25266.92;11823.18;13443.75;41552.68;3719.0;0;52;13;80439.7;8598;3.26;0.123;1200.0;51117.8571429;186.24;11878.0;8945.06666667;0.0
808;48;215616;5823.65;4978.13;845.52;17960.7;4492.0;0;39;69;8640.6;8173;7.01;0.124;13625.8333333;0.0;92.0722222222;0.0;5049.24516129;0.0
2456;48;200976;14032.63;8543.47;5489.16;55519.8;4187.0;0;41;65;47431.4;8403;5.72;0.105;850.0;26694.25;219.614285714;9554.0;9438.84285714;0.0
3037;36;277884;8970.25;6984.48;1985.77;33607.74;7719.0;1;15;44;11614.0;8254;3.76;0.097;24212.1538462;0.0;171.45;0.0;8764.55714286;0.0
1967;48;249312;9070.81;9128.12;-57.31;36267.05;5194.0;0;40;26;55426.5;10787;3.09;0.131;19145.0588235;0.0;163.438461538;14164.0;7799.16666667;0.0
5213;48;320976;18370.67;17568.45;802.22;36301.78;6687.0;0;59;1;46462.2;12541;0.43;0.167;1000.0;49633.625;179.364285714;0.0;12718.4916667;0.0
7418;12;30276;4429.45;5719.42;-1289.97;32537.85;2523.0;1;57;21;24930.3;9104;2.07;0.123;3044.44444444;16303.4615385;122.511111111;0.0;5953.65;0.0
2352;60;49440;10660.14;4798.38;5861.76;38061.12;824.0;1;29;70;45021.6;10177;7.75;0.081;19131.2941176;0.0;171.478571429;1931.40625;4698.0;0.0
19;12;30276;5444.83;6072.41;-627.58;25540.31;2523.0;1;57;21;15854.0;9104;2.07;0.123;3044.44444444;16303.4615385;118.091666667;0.0;6188.025;0.0
67;24;165960;21419.52;12217.03;9202.49;39662.33;6915.0;1;51;16;23703.8;8427;1.54;0.107;700.0;44947.5;193.711111111;3419.0;11692.9357143;0.0
5794;60;123600;8352.49;6600.23;1752.26;36850.3;2060.0;0;28;70;15505.6;10177;7.75;0.081;22987.6;0.0;134.88;0.0;6322.3037037;0.0
8411;60;220620;7797.9;5391.49;2406.41;39131.21;3677.0;1;52;20;26428.9;8547;3.64;0.12;1633.33333333;24010.8235294;156.352941176;4659.5;5640.60816327;0.0
4462;24;66480;9509.77;10120.0;-610.23;24559.2;2770.0;0;60;73;34891.2;8746;3.74;0.09;21282.75;0.0;120.066666667;0.0;16866.6666667;0.0
7614;48;320592;21427.02;11673.92;9753.1;52640.12;6679.0;1;25;62;69148.6;8544;1.86;0.109;500.0;42743.4666667;245.764285714;0.0;9844.70833333;2800.0
3608;36;161496;6952.99;5089.22;1863.77;27987.07;4486.0;0;24;72;29371.5;8994;4.79;0.11;14285.0;0.0;122.675;3124.0;5661.96428571;0.0
940;60;284280;20542.08;12860.77;7681.32;60224.05;4738.0;1;37;37;94617.3;9065;5.39;0.123;300.0;40990.1666667;255.247058824;0.0;11284.9962963;0.0
8547;36;173016;13347.21;10304.26;3042.95;53504.87;4806.0;1;51;14;88331.6;10045;1.71;0.135;23305.7241379;0.0;207.327777778;0.0;13224.7619048;0.0
5422;60;368880;17305.64;8445.54;8860.1;59162.92;6148.0;0;21;66;105727.0;8512;4.12;0.102;28988.5;0.0;226.745;1529.0;12019.5391304;0.0
9645;36;176148;14229.27;17520.0;-3290.73;35249.7;4893.0;1;32;38;53592.6;8965;8.23;0.104;1100.0;34881.0;142.175;0.0;21900.0;0.0
9006;48;186384;12602.88;10623.04;1979.84;54327.51;3883.0;0;37;40;21033.8;9317;7.07;0.097;28416.225;0.0;222.80952381;4541.0;10798.7341772;0.0
2572;48;360000;19628.39;15637.67;3990.72;44422.18;7500.0;1;23;64;64765.2;9624;2.31;0.145;6450.0;53957.7368421;203.030555556;0.0;12175.1055556;0.0
1766;60;30060;11177.06;3370.9;7806.16;40207.72;501.0;0;44;28;48523.3;8594;2.01;0.112;19687.1666667;0.0;174.038095238;1708.75;4521.97230769;2187.5
2322;24;46320;12720.48;5652.43;7068.05;40802.78;1930.0;0;17;33;26652.7;8705;7.61;0.116;23440.0;0.0;168.029411765;1670.0;9025.93015873;0.0
1698;36;141948;8654.97;5300.0;3354.97;25584.85;3943.0;1;45;68;47239.7;9893;4.72;0.096;17023.5;0.0;115.266666667;0.0;7066.66666667;0.0
10001;36;19044;8705.65;5301.89;3403.76;35814.81;529.0;1;22;24;50167.6;8991;2.01;0.128;15668.875;0.0;161.307692308;0.0;5065.785;0.0
8680;36;85716;6202.35;8366.67;-2164.32;26158.88;2381.0;0;58;17;36516.9;8114;2.62;0.119;3700.0;15715.6;92.375;0.0;12550.0;0.0
8127;24;155880;13622.65;8665.13;4957.52;54522.16;6495.0;1;27;37;44564.6;9065;5.39;0.123;26873.2424242;0.0;239.188888889;8305.0;9579.60597015;0.0
5541;48;32640;3976.51;2052.28;1924.23;25009.9;680.0;0;53;43;18800.0;9425;2.5;0.125;6504.20833333;0.0;109.446666667;1881.0;2120.8826087;0.0
2268;36;20196;12909.77;7215.74;5694.04;47381.89;561.0;0;25;1;65684.6;12541;0.43;0.167;24313.9444444;0.0;203.425;5742.0;6134.1877551;0.0
3679;48;444864;8627.9;5485.72;3142.18;31698.15;9268.0;0;32;64;41743.9;9624;2.31;0.145;13258.4117647;0.0;134.07;4508.5;5235.504;0.0
5033;12;11400;3942.78;1475.45;2467.33;25983.04;950.0;1;16;54;27820.2;9897;1.96;0.14;5912.66666667;0.0;109.145454545;1626.34782609;1696.088;0.0
6985;36;96768;13669.44;11220.64;2448.8;44663.75;2688.0;1;28;38;37396.4;8965;8.23;0.104;26675.4705882;0.0;206.790909091;13167.0;10827.662069;0.0
9790;48;133968;18668.17;6040.95;12627.21;49590.62;2791.0;0;53;52;34729.5;8363;3.49;0.108;27247.0;0.0;160.6;4230.33333333;7729.71111111;0.0
846;24;187104;14777.52;15116.7;-339.19;74128.52;7796.0;1;19;72;133377.7;8994;4.79;0.11;23985.9166667;0.0;219.0;0.0;22425.4666667;0.0
1886;36;162468;16823.25;11530.0;5293.25;61076.86;4513.0;1;38;32;74638.8;9272;3.22;0.118;700.0;29783.6;205.2;0.0;15160.0;0.0
2580;60;89340;6194.58;3169.62;3024.96;38854.18;1489.0;1;24;60;41522.6;8441;4.48;0.115;11083.6363636;0.0;157.288888889;5016.0;2985.94736842;0.0
9928;60;89340;6194.85;3122.47;3072.38;39391.58;1489.0;1;24;60;42227.6;8441;4.48;0.115;11083.6363636;0.0;157.833333333;5016.0;2949.10526316;0.0
4994;36;258444;6129.34;6071.43;57.91;37356.67;7179.0;0;30;1;53892.1;12541;0.43;0.167;13616.0;0.0;216.02;0.0;10625.0;0.0
7184;24;155640;11604.5;5565.08;6039.41;32953.46;6485.0;1;53;5;40494.6;9307;4.43;0.118;23026.6428571;0.0;157.923076923;1570.0;5414.55714286;0.0
6358;48;270384;18055.66;11139.46;6916.21;37758.37;5633.0;0;34;3;57835.1;8980;2.21;0.111;2800.0;37176.8;172.721428571;13076.0;8071.15;0.0
11359;12;54024;14626.64;8093.62;6533.02;38374.18;4502.0;0;28;61;25697.2;8814;5.74;0.107;1000.0;29469.8181818;163.472727273;2386.0;8107.12;3750.0
5593;12;44376;16193.73;13789.9;2403.83;37207.16;3698.0;0;34;15;68241.5;9045;3.6;0.124;25548.5384615;0.0;194.26;6049.0;13870.3166667;0.0
6289;48;85632;14407.88;11976.96;2430.92;56676.98;1784.0;1;47;64;99938.7;9624;2.31;0.145;30141.8695652;0.0;271.926666667;0.0;12868.3913043;0.0
11054;60;148920;8817.89;5104.03;3713.86;31696.63;2482.0;0;19;59;15278.6;8444;3.47;0.106;5500.0;15955.7142857;141.1;11506.0;5132.72727273;0.0
544;24;91152;12425.07;7960.44;4464.63;39466.35;3798.0;0;53;32;39378.8;9272;3.22;0.118;2550.0;25068.0;179.121428571;0.0;7396.33333333;1800.0
4851;24;141648;8222.4;7692.86;529.54;38250.87;5902.0;0;44;52;88710.1;8363;3.49;0.108;21319.625;0.0;150.64;0.0;16520.0;0.0
1583;48;388512;8353.09;5741.33;2611.76;20786.91;8094.0;1;27;69;38697.3;8173;7.01;0.124;13846.8181818;0.0;74.7142857143;0.0;6083.41034483;0.0
4650;60;402000;2989.61;1955.91;1033.7;18869.19;6700.0;0;16;4;17232.1;9753;5.05;0.109;4480.2;0.0;91.0;1794.36363636;3818.07142857;0.0
3084;36;253512;9872.88;8868.75;1004.13;26944.19;7042.0;1;51;59;13318.4;8444;3.47;0.106;21361.0;0.0;128.416666667;0.0;9143.07692308;0.0
2143;36;71460;10706.75;8184.15;2522.6;45387.56;1985.0;1;16;1;49648.9;12541;0.43;0.167;20038.3333333;0.0;219.957142857;7264.0;9203.65;0.0
9199;12;29448;9508.31;4720.0;4788.31;24905.0;2454.0;0;48;72;43790.6;8994;4.79;0.11;800.0;16567.75;79.9;0.0;11800.0;0.0
2994;36;48744;11242.78;6130.0;5112.78;48007.82;1354.0;1;32;77;62891.3;8909;5.56;0.113;15782.7857143;0.0;177.95;0.0;16100.0;0.0
6397;60;181020;9757.24;6100.98;3656.26;29208.82;3017.0;1;30;48;45526.0;9060;2.44;0.124;2150.0;19608.3333333;131.929411765;0.0;5527.25098039;0.0
10762;36;68832;9949.63;6563.28;3386.35;34092.65;1912.0;0;37;1;51540.7;12541;0.43;0.167;16551.7142857;0.0;151.44;5435.0;6482.06956522;0.0
7136;36;74124;9529.43;5255.21;4274.22;46843.53;2059.0;1;57;12;25658.0;8754;4.31;0.137;23338.5833333;0.0;209.62;1287.33333333;9902.6;0.0
8533;48;174048;11485.68;11694.3;-208.62;56111.88;3626.0;1;44;47;54140.4;9538;1.81;0.111;22213.7272727;0.0;264.13125;0.0;14154.4387097;0.0
7926;24;84120;15313.69;12410.83;2902.85;67892.38;3505.0;1;46;69;45528.9;8173;7.01;0.124;19073.4444444;0.0;207.3;0.0;15475.7142857;0.0
10019;36;194940;11823.41;8716.22;3107.19;41565.35;5415.0;0;31;8;34212.3;11277;1.44;0.127;25697.8695652;0.0;164.246666667;0.0;10303.3692308;0.0
4476;24;15192;7619.31;3481.39;4137.92;25941.69;633.0;1;23;24;17351.9;8991;2.01;0.128;13561.8461538;0.0;118.676190476;2403.33333333;3058.35588235;0.0
9814;12;96168;6192.35;8466.96;-2274.61;44350.18;8014.0;1;24;64;3609.3;9624;2.31;0.145;22441.1481481;0.0;172.205263158;0.0;8958.98305085;0.0
2236;36;139464;5296.15;7514.29;-2218.14;26804.3;3874.0;0;38;73;41662.8;8746;3.74;0.09;20759.1428571;0.0;129.1;0.0;8766.66666667;0.0
10436;36;54396;4101.1;2257.84;1843.27;25558.86;1511.0;0;57;60;36208.8;8441;4.48;0.115;6880.44444444;0.0;99.88;0.0;2912.73333333;0.0
11186;60;392460;20335.32;11635.11;8700.21;44854.12;6541.0;1;15;12;53259.7;8754;4.31;0.137;550.0;42814.8181818;213.5;9810.0;8560.89714286;0.0
2106;12;101520;6286.65;3636.58;2650.07;23809.89;8460.0;1;19;1;16720.8;12541;0.43;0.167;10950.7;0.0;110.525;3468.0;4987.4;0.0
3230;36;77184;9901.44;9719.91;181.52;44671.28;2144.0;1;41;1;22446.0;12541;0.43;0.167;28393.45;0.0;247.65;0.0;13385.4205128;0.0
9024;48;70656;4664.09;4568.92;95.17;34385.06;1472.0;0;44;1;22476.1;12541;0.43;0.167;13321.9090909;0.0;121.555555556;6270.0;5058.65;0.0
4585;48;64656;6800.06;3180.0;3620.06;25590.04;1347.0;0;49;27;44749.0;8561;1.29;0.11;10056.0;0.0;104.3;0.0;5300.0;0.0
1862;60;396120;21494.09;13788.07;7706.02;50908.81;6602.0;1;46;19;88610.1;8402;3.98;0.12;500.0;42910.8333333;221.782352941;0.0;11488.490566;0.0
8039;24;93600;9328.35;9268.7;59.65;44027.11;3900.0;0;24;9;26235.8;8899;3.97;0.149;20652.0909091;0.0;199.63;1638.33333333;9387.28421053;0.0
6688;36;22968;4325.01;720.0;3605.01;22777.22;638.0;1;46;16;38831.0;8427;1.54;0.107;6031.42857143;0.0;70.3333333333;0.0;3600.0;0.0
501;60;262980;7660.38;4895.78;2764.59;40424.82;4383.0;1;30;13;76081.3;8598;3.26;0.123;18527.5384615;0.0;169.945454545;0.0;5207.6875;0.0
7795;60;372120;16531.71;11255.12;5276.59;62650.77;6202.0;0;51;64;46580.5;9624;2.31;0.145;26472.72;0.0;253.076190476;0.0;12748.2637363;0.0
9422;12;86184;24823.09;14369.63;10453.47;68099.36;7182.0;1;55;70;43157.5;10177;7.75;0.081;300.0;45788.375;281.071428571;1621.5;14683.9875;0.0
2062;12;86184;24823.3;14434.21;10389.09;67125.79;7182.0;1;55;70;39660.8;10177;7.75;0.081;300.0;45788.375;281.542857143;1621.5;14902.7375;0.0
4447;36;192744;15004.25;12982.81;2021.43;55094.7;5354.0;0;32;62;27799.1;8544;1.86;0.109;23749.6666667;0.0;202.075;0.0;13635.7666667;0.0
3754;24;68544;14131.44;10415.45;3715.99;34277.8;2856.0;0;20;37;23729.8;9065;5.39;0.123;900.0;31408.625;162.1125;1594.4;8312.94117647;0.0
132;12;88440;14826.76;12756.93;2069.83;67475.25;7370.0;1;51;40;79007.6;9317;7.07;0.097;26812.5;0.0;252.633333333;0.0;12528.5714286;0.0
5001;24;110112;18304.26;12886.38;5417.88;71778.7;4588.0;0;33;53;135658.1;8240;3.56;0.099;28050.4074074;0.0;269.15;9292.0;15257.2057143;0.0
6434;24;110136;9013.48;6710.83;2302.65;43769.13;4589.0;1;38;1;40746.5;12541;0.43;0.167;22663.7647059;0.0;199.683333333;4891.0;11342.4142857;0.0
5263;60;276300;3336.53;2174.25;1162.28;24864.14;4605.0;0;20;64;27578.1;9624;2.31;0.145;5166.7;0.0;107.186666667;3950.0;2377.23888889;0.0
4948;60;359760;6870.64;3630.41;3240.22;24769.51;5996.0;0;17;43;39959.4;9425;2.5;0.125;12528.9411765;0.0;120.4875;4710.0;7275.46666667;0.0
3115;60;321180;16563.32;14268.73;2294.59;32124.09;5353.0;0;60;14;37183.5;10045;1.71;0.135;1300.0;34127.5;155.328571429;14723.0;10903.1285714;0.0
9548;48;46176;8771.33;6595.17;2176.16;27787.05;962.0;0;30;62;38725.1;8544;1.86;0.109;13092.1428571;0.0;148.275;9613.0;8780.0;0.0
10297;48;421008;10644.61;7739.46;2905.15;30848.29;8771.0;0;43;14;31168.0;10045;1.71;0.135;17491.0;0.0;138.9;9902.0;6275.13636364;0.0
7859;12;72120;19514.24;11280.12;8234.11;76941.88;6010.0;1;44;52;98631.7;8363;3.49;0.108;1000.0;38765.65;327.573684211;0.0;10493.4310345;0.0
9510;36;228276;8391.38;4506.37;3885.02;45207.47;6341.0;0;35;1;53707.9;12541;0.43;0.167;12235.375;0.0;167.92;0.0;6430.65714286;0.0
1250;48;182640;10950.07;9602.38;1347.69;27918.46;3805.0;1;54;62;23898.3;8544;1.86;0.109;750.0;24257.875;134.028571429;5779.85714286;8258.9875;0.0
2153;12;61560;17099.71;8592.94;8506.77;36108.81;5130.0;0;53;31;20051.1;8930;4.2;0.108;200.0;32176.0;163.82;4880.9;7311.2;0.0
4981;48;179328;12034.57;7969.99;4064.58;33755.97;3736.0;0;23;54;36074.7;9897;1.96;0.14;20743.5833333;0.0;160.533333333;4930.0;7388.52;0.0
