account_id;duration;amount;credits_mean;withdrawals_mean;balances_monthly_2;average_balance_monthly;payment_monthly;gender;client_age;district_id;last_balance
9510;36;228276;8391.38;4506.37;3885.02;45207.47;6341.0;0;35;1;53707.9
1250;48;182640;10950.07;9602.38;1347.69;27918.46;3805.0;1;54;62;23898.3
2153;12;61560;17099.71;8592.94;8506.77;36108.81;5130.0;0;53;31;20051.1
4981;48;179328;12034.57;7969.99;4064.58;33755.97;3736.0;0;23;54;36074.7
3021;48;155616;7918.26;8668.15;-749.9;30763.94;3242.0;1;37;10;24447.1
10520;60;417600;3907.38;7293.33;-3385.95;40581.94;6960.0;0;26;55;58638.6
10411;24;123408;4357.17;6892.02;-2534.85;33104.26;5142.0;0;32;39;8357.1
9030;48;155616;6867.59;4511.15;2356.43;37494.63;3242.0;1;25;72;60694.1
3189;60;222180;10811.86;9751.69;1060.17;49770.69;3703.0;0;57;29;59578.8
8972;48;45024;9823.82;9132.85;690.96;31270.61;938.0;1;39;70;38384.3
10963;36;115812;12893.66;10187.29;2706.37;50013.38;3217.0;0;43;16;41878.1
11362;24;129408;9146.31;4210.93;4935.38;23505.79;5392.0;1;34;67;24199.5
